Vuosi;Kk;Pv;Klo;RH;C
2020;9;30;18:30;83;11,3
2020;9;30;18:40;85;11,1
2020;9;30;18:50;85;11,1
2020;9;30;19:00;86;11
2020;9;30;19:10;87;10,8
2020;9;30;19:20;87;10,9
2020;9;30;19:30;87;10,8
2020;9;30;19:40;87;10,8
2020;9;30;19:50;88;10,7
2020;9;30;20:00;89;10,6
2020;9;30;20:10;89;10,4
2020;9;30;20:20;90;10,3
2020;9;30;20:30;91;10
2020;9;30;20:40;92;9,7
2020;9;30;20:50;93;9,5
2020;9;30;21:00;93;9,4
2020;9;30;21:10;94;9,1
2020;9;30;21:20;94;8,9
2020;9;30;21:30;95;8,6
2020;9;30;21:40;95;8,6
2020;9;30;21:50;94;8,9
2020;9;30;22:00;94;8,8
2020;9;30;22:10;94;8,6
2020;9;30;22:20;94;8,6
2020;9;30;22:30;93;9,1
2020;9;30;22:40;95;8,7
2020;9;30;22:50;95;8,3
2020;9;30;23:00;96;8,4
2020;9;30;23:10;96;8,8
2020;9;30;23:20;96;9,2
2020;9;30;23:30;95;9,1
2020;9;30;23:40;96;8,2
2020;9;30;23:50;97;8
2020;10;1;0:00;95;8,8
2020;10;1;0:10;94;8,6
2020;10;1;0:20;95;8,9
2020;10;1;0:30;95;9
2020;10;1;0:40;95;9,3
2020;10;1;0:50;95;8,8
2020;10;1;1:00;94;9,7
2020;10;1;1:10;95;9,7
2020;10;1;1:20;95;9
2020;10;1;1:30;97;8,9
2020;10;1;1:40;97;8,9
2020;10;1;1:50;97;8,9
2020;10;1;2:00;99;8,7
2020;10;1;2:10;99;8,7
2020;10;1;2:20;100;8
2020;10;1;2:30;99;8,1
2020;10;1;2:40;100;6,4
2020;10;1;2:50;100;7,8
2020;10;1;3:00;99;7,6
2020;10;1;3:10;100;7,3
2020;10;1;3:20;99;6,8
2020;10;1;3:30;100;6,7
2020;10;1;3:40;100;6,8
2020;10;1;3:50;100;6,7
2020;10;1;4:00;100;6,7
2020;10;1;4:10;99;6,8
2020;10;1;4:20;100;7,2
2020;10;1;4:30;100;7,6
2020;10;1;4:40;100;7,3
2020;10;1;4:50;100;8,2
2020;10;1;5:00;100;8,3
2020;10;1;5:10;100;7,9
2020;10;1;5:20;100;7,8
2020;10;1;5:30;100;7,8
2020;10;1;5:40;100;8
2020;10;1;5:50;100;8
2020;10;1;6:00;100;8,1
2020;10;1;6:10;100;7,8
2020;10;1;6:20;100;8,1
2020;10;1;6:30;100;8,2
2020;10;1;6:40;100;8,2
2020;10;1;6:50;100;8,3
2020;10;1;7:00;99;8,4
2020;10;1;7:10;99;8,5
2020;10;1;7:20;98;8,7
2020;10;1;7:30;99;9,1
2020;10;1;7:40;99;9,6
2020;10;1;7:50;96;9,5
2020;10;1;8:00;96;9,8
2020;10;1;8:10;93;10,3
2020;10;1;8:20;94;10
2020;10;1;8:30;90;10,5
2020;10;1;8:40;87;11
2020;10;1;8:50;86;11
2020;10;1;9:00;84;11,2
2020;10;1;9:10;82;11,6
2020;10;1;9:20;82;11,8
2020;10;1;9:30;81;12,4
2020;10;1;9:40;79;12,6
2020;10;1;9:50;80;12,2
2020;10;1;10:00;81;12,2
2020;10;1;10:10;81;12,3
2020;10;1;10:20;78;12,8
2020;10;1;10:30;78;13,3
2020;10;1;10:40;77;13,5
2020;10;1;10:50;75;13,7
2020;10;1;11:00;76;14,3
2020;10;1;11:10;73;14,6
2020;10;1;11:20;72;14,6
2020;10;1;11:30;73;14,7
2020;10;1;11:40;73;14,9
2020;10;1;11:50;72;14,8
2020;10;1;12:00;75;14,9
2020;10;1;12:10;75;14,7
2020;10;1;12:20;75;14,8
2020;10;1;12:30;74;14,7
2020;10;1;12:40;74;15
2020;10;1;12:50;74;15,2
2020;10;1;13:00;76;14,9
2020;10;1;13:10;77;14,8
2020;10;1;13:20;77;14,6
2020;10;1;13:30;78;14,5
2020;10;1;13:40;79;14,3
2020;10;1;13:50;80;14,2
2020;10;1;14:00;81;14,1
2020;10;1;14:10;82;13,9
2020;10;1;14:20;83;13,6
2020;10;1;14:30;86;12,8
2020;10;1;14:40;88;12,4
2020;10;1;14:50;84;12,8
2020;10;1;15:00;83;12,8
2020;10;1;15:10;81;13,2
2020;10;1;15:20;80;13
2020;10;1;15:30;82;12,6
2020;10;1;15:40;83;12,1
2020;10;1;15:50;87;11,4
2020;10;1;16:00;86;11,8
2020;10;1;16:10;88;11,1
2020;10;1;16:20;87;11,3
2020;10;1;16:30;88;11,2
2020;10;1;16:40;90;10,8
2020;10;1;16:50;90;10,7
2020;10;1;17:00;89;10,9
2020;10;1;17:10;89;10,7
2020;10;1;17:20;91;10,5
2020;10;1;17:30;94;9,6
2020;10;1;17:40;94;9,8
2020;10;1;17:50;93;10
2020;10;1;18:00;94;9,7
2020;10;1;18:10;93;9,8
2020;10;1;18:20;94;9,4
2020;10;1;18:30;94;9,4
2020;10;1;18:40;94;9,3
2020;10;1;18:50;94;9,2
2020;10;1;19:00;94;9,1
2020;10;1;19:10;95;8,9
2020;10;1;19:20;95;8,8
2020;10;1;19:30;94;8,8
2020;10;1;19:40;94;8,7
2020;10;1;19:50;94;8,5
2020;10;1;20:00;95;8,5
2020;10;1;20:10;95;8,5
2020;10;1;20:20;95;8,3
2020;10;1;20:30;95;8,2
2020;10;1;20:40;96;7,8
2020;10;1;20:50;96;7,5
2020;10;1;21:00;97;7,6
2020;10;1;21:10;97;7,6
2020;10;1;21:20;97;7,2
2020;10;1;21:30;97;7,3
2020;10;1;21:40;97;7,4
2020;10;1;21:50;97;7,4
2020;10;1;22:00;96;7,4
2020;10;1;22:10;97;7,4
2020;10;1;22:20;96;7,4
2020;10;1;22:30;96;7,5
2020;10;1;22:40;96;7,6
2020;10;1;22:50;96;7,5
2020;10;1;23:00;96;7,4
2020;10;1;23:10;96;7,6
2020;10;1;23:20;96;7,5
2020;10;1;23:30;97;7,2
2020;10;1;23:40;97;6,8
2020;10;1;23:50;97;7
2020;10;2;0:00;96;7,3
2020;10;2;0:10;96;6,8
2020;10;2;0:20;97;6,5
2020;10;2;0:30;97;6,6
2020;10;2;0:40;98;7
2020;10;2;0:50;98;7
2020;10;2;1:00;97;7,3
2020;10;2;1:10;97;7,4
2020;10;2;1:20;97;7,4
2020;10;2;1:30;98;7,4
2020;10;2;1:40;98;7,1
2020;10;2;1:50;98;6,9
2020;10;2;2:00;98;7,1
2020;10;2;2:10;98;6,6
2020;10;2;2:20;99;6,4
2020;10;2;2:30;99;6,3
2020;10;2;2:40;98;6,6
2020;10;2;2:50;99;7
2020;10;2;3:00;98;7,1
2020;10;2;3:10;98;7,3
2020;10;2;3:20;98;6,8
2020;10;2;3:30;98;6,8
2020;10;2;3:40;98;6,9
2020;10;2;3:50;98;6,7
2020;10;2;4:00;98;6,8
2020;10;2;4:10;98;6,8
2020;10;2;4:20;99;6,8
2020;10;2;4:30;97;6,7
2020;10;2;4:40;97;7,4
2020;10;2;4:50;97;7,6
2020;10;2;5:00;96;7,8
2020;10;2;5:10;96;7,9
2020;10;2;5:20;95;8
2020;10;2;5:30;94;8,3
2020;10;2;5:40;94;8,4
2020;10;2;5:50;92;8,6
2020;10;2;6:00;91;8,8
2020;10;2;6:10;91;9
2020;10;2;6:20;89;9,1
2020;10;2;6:30;89;9,2
2020;10;2;6:40;87;9,5
2020;10;2;6:50;86;9,6
2020;10;2;7:00;86;9,7
2020;10;2;7:10;85;9,7
2020;10;2;7:20;87;10,2
2020;10;2;7:30;85;10,6
2020;10;2;7:40;81;10,9
2020;10;2;7:50;82;11
2020;10;2;8:00;81;11,1
2020;10;2;8:10;81;11,7
2020;10;2;8:20;80;11,8
2020;10;2;8:30;78;12,1
2020;10;2;8:40;74;12,5
2020;10;2;8:50;75;12,9
2020;10;2;9:00;73;13,5
2020;10;2;9:10;72;13,8
2020;10;2;9:20;69;14
2020;10;2;9:30;67;14,5
2020;10;2;9:40;65;14,3
2020;10;2;9:50;64;14,6
2020;10;2;10:00;64;14,6
2020;10;2;10:10;63;15,1
2020;10;2;10:20;59;15,4
2020;10;2;10:30;57;15,4
2020;10;2;10:40;57;15,8
2020;10;2;10:50;55;15,7
2020;10;2;11:00;56;16
2020;10;2;11:10;56;16
2020;10;2;11:20;55;16,1
2020;10;2;11:30;56;16,2
2020;10;2;11:40;55;16,1
2020;10;2;11:50;54;16,4
2020;10;2;12:00;55;16
2020;10;2;12:10;56;16,1
2020;10;2;12:20;55;16,1
2020;10;2;12:30;55;16,3
2020;10;2;12:40;55;16,4
2020;10;2;12:50;55;16,5
2020;10;2;13:00;53;16,3
2020;10;2;13:10;54;16,3
2020;10;2;13:20;54;16,3
2020;10;2;13:30;55;16,2
2020;10;2;13:40;57;16
2020;10;2;13:50;58;15,8
2020;10;2;14:00;58;15,6
2020;10;2;14:10;59;15,4
2020;10;2;14:20;62;15,1
2020;10;2;14:30;62;14,9
2020;10;2;14:40;63;14,6
2020;10;2;14:50;65;14,2
2020;10;2;15:00;67;13,9
2020;10;2;15:10;69;13,8
2020;10;2;15:20;70;13,5
2020;10;2;15:30;72;13
2020;10;2;15:40;71;13,1
2020;10;2;15:50;74;12,4
2020;10;2;16:00;75;12,1
2020;10;2;16:10;74;11,9
2020;10;2;16:20;75;11,6
2020;10;2;16:30;75;11,4
2020;10;2;16:40;76;11,2
2020;10;2;16:50;77;11,1
2020;10;2;17:00;77;11
2020;10;2;17:10;79;10,7
2020;10;2;17:20;80;10,3
2020;10;2;17:30;81;10,1
2020;10;2;17:40;81;10
2020;10;2;17:50;81;10,1
2020;10;2;18:00;82;9,8
2020;10;2;18:10;82;9,7
2020;10;2;18:20;82;9,8
2020;10;2;18:30;83;9,8
2020;10;2;18:40;83;9,5
2020;10;2;18:50;84;9,5
2020;10;2;19:00;84;9,5
2020;10;2;19:10;85;9,3
2020;10;2;19:20;85;9,4
2020;10;2;19:30;86;9,3
2020;10;2;19:40;86;9,2
2020;10;2;19:50;87;9,2
2020;10;2;20:00;88;9,1
2020;10;2;20:10;88;9
2020;10;2;20:20;88;8,8
2020;10;2;20:30;88;8,8
2020;10;2;20:40;90;8,8
2020;10;2;20:50;89;8,9
2020;10;2;21:00;90;8,9
2020;10;2;21:10;89;8,8
2020;10;2;21:20;89;8,8
2020;10;2;21:30;90;8,8
2020;10;2;21:40;89;8,9
2020;10;2;21:50;89;8,9
2020;10;2;22:00;89;9
2020;10;2;22:10;89;9
2020;10;2;22:20;89;8,8
2020;10;2;22:30;89;8,9
2020;10;2;22:40;90;8,8
2020;10;2;22:50;89;8,7
2020;10;2;23:00;89;8,8
2020;10;2;23:10;90;8,7
2020;10;2;23:20;90;8,8
2020;10;2;23:30;90;8,7
2020;10;2;23:40;89;8,7
2020;10;2;23:50;90;8,7
2020;10;3;0:00;90;8,7
2020;10;3;0:10;90;8,6
2020;10;3;0:20;90;8,5
2020;10;3;0:30;90;8,7
2020;10;3;0:40;90;8,5
2020;10;3;0:50;90;8,6
2020;10;3;1:00;90;8,5
2020;10;3;1:10;89;8,5
2020;10;3;1:20;90;8,6
2020;10;3;1:30;89;8,5
2020;10;3;1:40;89;8,7
2020;10;3;1:50;89;8,6
2020;10;3;2:00;91;8,3
2020;10;3;2:10;90;8,4
2020;10;3;2:20;91;8,4
2020;10;3;2:30;91;8,4
2020;10;3;2:40;90;8,4
2020;10;3;2:50;91;8,3
2020;10;3;3:00;91;8,5
2020;10;3;3:10;92;8,3
2020;10;3;3:20;93;8,2
2020;10;3;3:30;92;8,1
2020;10;3;3:40;93;8,1
2020;10;3;3:50;93;8,1
2020;10;3;4:00;94;7,9
2020;10;3;4:10;94;8,2
2020;10;3;4:20;94;8,2
2020;10;3;4:30;94;8,3
2020;10;3;4:40;94;8,3
2020;10;3;4:50;95;8,3
2020;10;3;5:00;95;8,4
2020;10;3;5:10;94;8,6
2020;10;3;5:20;94;8,6
2020;10;3;5:30;94;8,8
2020;10;3;5:40;94;8,9
2020;10;3;5:50;94;8,9
2020;10;3;6:00;94;9
2020;10;3;6:10;93;9,2
2020;10;3;6:20;93;9,4
2020;10;3;6:30;92;9,5
2020;10;3;6:40;92;9,5
2020;10;3;6:50;91;9,7
2020;10;3;7:00;91;9,9
2020;10;3;7:10;91;10
2020;10;3;7:20;90;10,3
2020;10;3;7:30;87;10,6
2020;10;3;7:40;86;10,9
2020;10;3;7:50;84;11
2020;10;3;8:00;83;11,2
2020;10;3;8:10;82;11,6
2020;10;3;8:20;81;12,1
2020;10;3;8:30;78;12,6
2020;10;3;8:40;77;12,8
2020;10;3;8:50;76;13,3
2020;10;3;9:00;74;13,7
2020;10;3;9:10;73;13,8
2020;10;3;9:20;72;14,1
2020;10;3;9:30;70;14,6
2020;10;3;9:40;68;14,8
2020;10;3;9:50;65;15,4
2020;10;3;10:00;64;16,1
2020;10;3;10:10;59;16,1
2020;10;3;10:20;58;16,5
2020;10;3;10:30;58;16,8
2020;10;3;10:40;57;16,7
2020;10;3;10:50;56;17,2
2020;10;3;11:00;56;16,7
2020;10;3;11:10;55;17,2
2020;10;3;11:20;54;17,3
2020;10;3;11:30;53;17,2
2020;10;3;11:40;53;17,5
2020;10;3;11:50;54;17,2
2020;10;3;12:00;55;16,9
2020;10;3;12:10;56;16,8
2020;10;3;12:20;55;17
2020;10;3;12:30;55;17,2
2020;10;3;12:40;54;17
2020;10;3;12:50;55;16,7
2020;10;3;13:00;54;16,7
2020;10;3;13:10;55;16,6
2020;10;3;13:20;57;16,2
2020;10;3;13:30;58;16,2
2020;10;3;13:40;59;16
2020;10;3;13:50;59;16
2020;10;3;14:00;61;15,9
2020;10;3;14:10;64;15,6
2020;10;3;14:20;64;15,5
2020;10;3;14:30;66;15,2
2020;10;3;14:40;69;14,8
2020;10;3;14:50;71;14,4
2020;10;3;15:00;72;14,1
2020;10;3;15:10;74;13,6
2020;10;3;15:20;73;13,7
2020;10;3;15:30;75;13,2
2020;10;3;15:40;76;13
2020;10;3;15:50;78;12,6
2020;10;3;16:00;79;12,4
2020;10;3;16:10;81;12
2020;10;3;16:20;80;12
2020;10;3;16:30;81;11,8
2020;10;3;16:40;81;11,8
2020;10;3;16:50;81;11,8
2020;10;3;17:00;82;11,7
2020;10;3;17:10;82;11,5
2020;10;3;17:20;81;11,7
2020;10;3;17:30;80;12
2020;10;3;17:40;81;11,9
2020;10;3;17:50;81;11,9
2020;10;3;18:00;81;11,8
2020;10;3;18:10;81;11,8
2020;10;3;18:20;80;11,9
2020;10;3;18:30;80;12
2020;10;3;18:40;77;12,5
2020;10;3;18:50;75;12,9
2020;10;3;19:00;74;13
2020;10;3;19:10;71;13,5
2020;10;3;19:20;72;13,4
2020;10;3;19:30;73;13,4
2020;10;3;19:40;72;13,5
2020;10;3;19:50;71;13,6
2020;10;3;20:00;72;13,5
2020;10;3;20:10;71;13,5
2020;10;3;20:20;72;13,4
2020;10;3;20:30;71;13,5
2020;10;3;20:40;70;13,8
2020;10;3;20:50;70;13,7
2020;10;3;21:00;70;13,7
2020;10;3;21:10;69;13,9
2020;10;3;21:20;76;13,1
2020;10;3;21:30;78;13
2020;10;3;21:40;79;12,8
2020;10;3;21:50;77;13
2020;10;3;22:00;77;13,1
2020;10;3;22:10;80;12,8
2020;10;3;22:20;85;12,4
2020;10;3;22:30;85;12,4
2020;10;3;22:40;85;12,4
2020;10;3;22:50;84;12,3
2020;10;3;23:00;85;12,2
2020;10;3;23:10;85;12,2
2020;10;3;23:20;85;12,1
2020;10;3;23:30;83;12,3
2020;10;3;23:40;84;12,2
2020;10;3;23:50;87;12
2020;10;4;0:00;90;11,7
2020;10;4;0:10;91;11,5
2020;10;4;0:20;90;11,7
2020;10;4;0:30;90;11,6
2020;10;4;0:40;90;11,6
2020;10;4;0:50;91;11,5
2020;10;4;1:00;90;11,6
2020;10;4;1:10;91;11,5
2020;10;4;1:20;91;11,5
2020;10;4;1:30;90;11,5
2020;10;4;1:40;89;11,6
2020;10;4;1:50;89;11,5
2020;10;4;2:00;87;11,7
2020;10;4;2:10;87;11,6
2020;10;4;2:20;86;11,6
2020;10;4;2:30;84;11,8
2020;10;4;2:40;85;11,5
2020;10;4;2:50;86;11,3
2020;10;4;3:00;88;11,2
2020;10;4;3:10;88;10,9
2020;10;4;3:20;88;10,9
2020;10;4;3:30;89;10,7
2020;10;4;3:40;89;10,5
2020;10;4;3:50;90;10,3
2020;10;4;4:00;88;10,4
2020;10;4;4:10;90;10,2
2020;10;4;4:20;89;10,2
2020;10;4;4:30;90;10,1
2020;10;4;4:40;89;10,3
2020;10;4;4:50;88;10,3
2020;10;4;5:00;87;10,5
2020;10;4;5:10;86;10,6
2020;10;4;5:20;85;10,7
2020;10;4;5:30;86;10,6
2020;10;4;5:40;86;10,5
2020;10;4;5:50;87;10,5
2020;10;4;6:00;86;10,6
2020;10;4;6:10;85;10,7
2020;10;4;6:20;85;10,9
2020;10;4;6:30;85;10,9
2020;10;4;6:40;84;11
2020;10;4;6:50;84;11
2020;10;4;7:00;84;11,1
2020;10;4;7:10;83;11,2
2020;10;4;7:20;83;11,3
2020;10;4;7:30;82;11,4
2020;10;4;7:40;82;11,4
2020;10;4;7:50;79;11,7
2020;10;4;8:00;80;12
2020;10;4;8:10;79;12,1
2020;10;4;8:20;78;12,1
2020;10;4;8:30;78;12,2
2020;10;4;8:40;77;12,4
2020;10;4;8:50;76;12,6
2020;10;4;9:00;75;12,7
2020;10;4;9:10;75;12,6
2020;10;4;9:20;75;12,7
2020;10;4;9:30;74;12,7
2020;10;4;9:40;73;12,8
2020;10;4;9:50;72;12,9
2020;10;4;10:00;72;13
2020;10;4;10:10;69;13,1
2020;10;4;10:20;68;13,2
2020;10;4;10:30;66;13,3
2020;10;4;10:40;63;13,5
2020;10;4;10:50;64;13,5
2020;10;4;11:00;65;13,4
2020;10;4;11:10;65;13,5
2020;10;4;11:20;65;13,4
2020;10;4;11:30;65;13,5
2020;10;4;11:40;66;13,5
2020;10;4;11:50;66;13,5
2020;10;4;12:00;66;13,5
2020;10;4;12:10;67;13,4
2020;10;4;12:20;70;13,1
2020;10;4;12:30;70;13
2020;10;4;12:40;72;12,7
2020;10;4;12:50;75;12,4
2020;10;4;13:00;78;12,1
2020;10;4;13:10;79;12
2020;10;4;13:20;82;11,7
2020;10;4;13:30;85;11,2
2020;10;4;13:40;87;11,1
2020;10;4;13:50;85;11
2020;10;4;14:00;85;10,9
2020;10;4;14:10;85;11
2020;10;4;14:20;86;11
2020;10;4;14:30;86;10,9
2020;10;4;14:40;85;10,9
2020;10;4;14:50;84;10,9
2020;10;4;15:00;84;10,8
2020;10;4;15:10;86;10,6
2020;10;4;15:20;86;10,6
2020;10;4;15:30;86;10,5
2020;10;4;15:40;87;10,5
2020;10;4;15:50;88;10,3
2020;10;4;16:00;89;10,2
2020;10;4;16:10;91;10,1
2020;10;4;16:20;91;10
2020;10;4;16:30;92;9,9
2020;10;4;16:40;93;9,8
2020;10;4;16:50;94;9,8
2020;10;4;17:00;95;9,6
2020;10;4;17:10;94;9,7
2020;10;4;17:20;96;9,6
2020;10;4;17:30;95;9,7
2020;10;4;17:40;95;9,7
2020;10;4;17:50;96;9,7
2020;10;4;18:00;96;9,7
2020;10;4;18:10;96;9,7
2020;10;4;18:20;97;9,7
2020;10;4;18:30;97;9,7
2020;10;4;18:40;97;9,7
2020;10;4;18:50;97;9,8
2020;10;4;19:00;97;9,8
2020;10;4;19:10;97;9,8
2020;10;4;19:20;96;9,8
2020;10;4;19:30;98;9,8
2020;10;4;19:40;97;9,9
2020;10;4;19:50;97;9,9
2020;10;4;20:00;97;9,9
2020;10;4;20:10;97;10
2020;10;4;20:20;97;10
2020;10;4;20:30;97;10
2020;10;4;20:40;96;10,2
2020;10;4;20:50;96;10,2
2020;10;4;21:00;96;10,2
2020;10;4;21:10;97;10,2
2020;10;4;21:20;96;10,3
2020;10;4;21:30;96;10,3
2020;10;4;21:40;96;10,3
2020;10;4;21:50;96;10,3
2020;10;4;22:00;96;10,4
2020;10;4;22:10;96;10,4
2020;10;4;22:20;97;10,4
2020;10;4;22:30;97;10,3
2020;10;4;22:40;98;10,3
2020;10;4;22:50;97;10,4
2020;10;4;23:00;97;10,4
2020;10;4;23:10;97;10,4
2020;10;4;23:20;97;10,4
2020;10;4;23:30;97;10,5
2020;10;4;23:40;97;10,5
2020;10;4;23:50;97;10,5
2020;10;5;0:00;97;10,5
2020;10;5;0:10;97;10,6
2020;10;5;0:20;97;10,6
2020;10;5;0:30;97;10,6
2020;10;5;0:40;97;10,6
2020;10;5;0:50;97;10,7
2020;10;5;1:00;97;10,7
2020;10;5;1:10;96;10,8
2020;10;5;1:20;97;10,8
2020;10;5;1:30;97;10,8
2020;10;5;1:40;96;10,9
2020;10;5;1:50;97;10,9
2020;10;5;2:00;97;10,9
2020;10;5;2:10;97;10,9
2020;10;5;2:20;96;11
2020;10;5;2:30;96;11,1
2020;10;5;2:40;96;11,1
2020;10;5;2:50;97;11,1
2020;10;5;3:00;97;11,1
2020;10;5;3:10;97;11,1
2020;10;5;3:20;97;11,2
2020;10;5;3:30;97;11,2
2020;10;5;3:40;97;11,3
2020;10;5;3:50;97;11,3
2020;10;5;4:00;97;11,3
2020;10;5;4:10;97;11,4
2020;10;5;4:20;97;11,4
2020;10;5;4:30;97;11,5
2020;10;5;4:40;97;11,5
2020;10;5;4:50;97;11,6
2020;10;5;5:00;97;11,7
2020;10;5;5:10;97;11,7
2020;10;5;5:20;97;11,9
2020;10;5;5:30;96;12,1
2020;10;5;5:40;97;12,1
2020;10;5;5:50;97;12,3
2020;10;5;6:00;97;12,4
2020;10;5;6:10;97;12,7
2020;10;5;6:20;97;12,9
2020;10;5;6:30;97;13
2020;10;5;6:40;97;13,2
2020;10;5;6:50;96;13,3
2020;10;5;7:00;97;13,3
2020;10;5;7:10;97;13,5
2020;10;5;7:20;96;13,7
2020;10;5;7:30;96;13,9
2020;10;5;7:40;96;13,9
2020;10;5;7:50;96;14
2020;10;5;8:00;96;14
2020;10;5;8:10;95;14,2
2020;10;5;8:20;94;14,3
2020;10;5;8:30;95;14,4
2020;10;5;8:40;94;14,6
2020;10;5;8:50;92;14,9
2020;10;5;9:00;93;14,9
2020;10;5;9:10;90;15,2
2020;10;5;9:20;88;15,1
2020;10;5;9:30;87;15,3
2020;10;5;9:40;86;15,5
2020;10;5;9:50;84;15,7
2020;10;5;10:00;83;15,6
2020;10;5;10:10;83;15,6
2020;10;5;10:20;82;15,8
2020;10;5;10:30;79;16,7
2020;10;5;10:40;78;17,1
2020;10;5;10:50;80;16,2
2020;10;5;11:00;81;15,8
2020;10;5;11:10;80;16
2020;10;5;11:20;78;16,7
2020;10;5;11:30;71;17,7
2020;10;5;11:40;71;17,3
2020;10;5;11:50;69;17,4
2020;10;5;12:00;70;17,6
2020;10;5;12:10;69;17,4
2020;10;5;12:20;69;17,3
2020;10;5;12:30;69;17,6
2020;10;5;12:40;68;17,5
2020;10;5;12:50;67;17,4
2020;10;5;13:00;66;17,4
2020;10;5;13:10;66;17,3
2020;10;5;13:20;66;17,3
2020;10;5;13:30;65;17,3
2020;10;5;13:40;67;17,1
2020;10;5;13:50;70;17
2020;10;5;14:00;71;16,7
2020;10;5;14:10;70;16,6
2020;10;5;14:20;71;16,3
2020;10;5;14:30;72;16,2
2020;10;5;14:40;74;15,9
2020;10;5;14:50;76;15,5
2020;10;5;15:00;78;15,2
2020;10;5;15:10;79;14,9
2020;10;5;15:20;83;14,3
2020;10;5;15:30;88;13,8
2020;10;5;15:40;90;13,8
2020;10;5;15:50;92;13,7
2020;10;5;16:00;94;13,3
2020;10;5;16:10;95;13,2
2020;10;5;16:20;97;13,1
2020;10;5;16:30;96;13
2020;10;5;16:40;97;12,9
2020;10;5;16:50;97;12,6
2020;10;5;17:00;98;12,3
2020;10;5;17:10;97;12,2
2020;10;5;17:20;98;11,8
2020;10;5;17:30;98;11,8
2020;10;5;17:40;99;11,9
2020;10;5;17:50;100;11,3
2020;10;5;18:00;100;11,7
2020;10;5;18:10;99;11,5
2020;10;5;18:20;100;11,3
2020;10;5;18:30;100;10,8
2020;10;5;18:40;100;11,3
2020;10;5;18:50;99;11,5
2020;10;5;19:00;99;11,6
2020;10;5;19:10;98;11,7
2020;10;5;19:20;99;11,6
2020;10;5;19:30;99;11,6
2020;10;5;19:40;100;11,6
2020;10;5;19:50;99;11,9
2020;10;5;20:00;99;11,9
2020;10;5;20:10;99;11,9
2020;10;5;20:20;100;11,8
2020;10;5;20:30;100;11,8
2020;10;5;20:40;100;11,9
2020;10;5;20:50;100;11,8
2020;10;5;21:00;100;11,7
2020;10;5;21:10;100;11,6
2020;10;5;21:20;100;11,5
2020;10;5;21:30;100;11,4
2020;10;5;21:40;100;11,3
2020;10;5;21:50;100;11,4
2020;10;5;22:00;100;11,2
2020;10;5;22:10;100;11,2
2020;10;5;22:20;100;11,4
2020;10;5;22:30;100;11,4
2020;10;5;22:40;100;11,3
2020;10;5;22:50;100;11,5
2020;10;5;23:00;100;11,7
2020;10;5;23:10;100;11,9
2020;10;5;23:20;100;11,9
2020;10;5;23:30;100;11,9
2020;10;5;23:40;100;12,1
2020;10;5;23:50;100;12,1
2020;10;6;0:00;100;12,2
2020;10;6;0:10;100;12,3
2020;10;6;0:20;100;12,4
2020;10;6;0:30;100;12,5
2020;10;6;0:40;100;12,5
2020;10;6;0:50;100;12,6
2020;10;6;1:00;100;12,7
2020;10;6;1:10;100;12,8
2020;10;6;1:20;100;12,9
2020;10;6;1:30;100;12,9
2020;10;6;1:40;100;13
2020;10;6;1:50;99;13,1
2020;10;6;2:00;99;13,1
2020;10;6;2:10;99;13,1
2020;10;6;2:20;99;13,1
2020;10;6;2:30;99;13,1
2020;10;6;2:40;99;13,1
2020;10;6;2:50;99;13,1
2020;10;6;3:00;99;13,1
2020;10;6;3:10;98;13,1
2020;10;6;3:20;98;13,1
2020;10;6;3:30;98;13
2020;10;6;3:40;98;13
2020;10;6;3:50;97;12,9
2020;10;6;4:00;97;12,9
2020;10;6;4:10;96;12,9
2020;10;6;4:20;97;12,8
2020;10;6;4:30;97;12,6
2020;10;6;4:40;96;12,6
2020;10;6;4:50;96;12,5
2020;10;6;5:00;96;12,5
2020;10;6;5:10;95;12,4
2020;10;6;5:20;95;12,4
2020;10;6;5:30;95;12,2
2020;10;6;5:40;94;12,3
2020;10;6;5:50;94;12,1
2020;10;6;6:00;93;12,2
2020;10;6;6:10;92;12,2
2020;10;6;6:20;91;12,2
2020;10;6;6:30;92;12,2
2020;10;6;6:40;90;12,4
2020;10;6;6:50;89;12,4
2020;10;6;7:00;89;12,5
2020;10;6;7:10;88;12,5
2020;10;6;7:20;88;12,5
2020;10;6;7:30;84;12,6
2020;10;6;7:40;84;12,6
2020;10;6;7:50;84;12,5
2020;10;6;8:00;82;12,5
2020;10;6;8:10;82;12,5
2020;10;6;8:20;84;12,4
2020;10;6;8:30;83;12,5
2020;10;6;8:40;82;12,7
2020;10;6;8:50;80;12,9
2020;10;6;9:00;78;13,3
2020;10;6;9:10;77;13,2
2020;10;6;9:20;76;13,2
2020;10;6;9:30;75;13,3
2020;10;6;9:40;76;13,4
2020;10;6;9:50;75;13,1
2020;10;6;10:00;76;13,1
2020;10;6;10:10;76;13,1
2020;10;6;10:20;75;13,1
2020;10;6;10:30;76;13
2020;10;6;10:40;77;12,9
2020;10;6;10:50;78;12,9
2020;10;6;11:00;77;12,9
2020;10;6;11:10;77;12,8
2020;10;6;11:20;78;12,8
2020;10;6;11:30;82;12,3
2020;10;6;11:40;81;12,4
2020;10;6;11:50;80;12,5
2020;10;6;12:00;78;12,6
2020;10;6;12:10;83;12,1
2020;10;6;12:20;86;11,7
2020;10;6;12:30;89;11,6
2020;10;6;12:40;86;11,8
